name;type;status;date;genres;score;members;rank;popularity;image;quantity
"Windy";"Music";"Finished Airing";"May 22, 2011";"Music";N/A;182;12574;14879;"https://cdn.myanimelist.net/images/anime/2/86949.jpg";1
"Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei";"ONA";"Finished Airing";"Mar 7, 2013";"Magic";N/A;227;12575;14123;"https://cdn.myanimelist.net/images/anime/3/80374.jpg";1
"Winner";"Music";"Finished Airing";"Oct 1, 2007";"Music, Sports, Kids, School";N/A;233;12576;14058;"https://cdn.myanimelist.net/images/anime/7/43131.jpg";1
"Winter GardenDi Gi Charat: Winter Garden";"Special";"Finished Airing";"Dec 22, 2006 to Dec 23, 2006";"Drama, Romance, Shoujo, Slice of Life";6.60;N/A;5332;5608;"N/A";2
"Wish";"Music";"Finished Airing";"Dec 17, 1997";"Music, Shoujo";6.60;N/A;5333;5616;"https://cdn.myanimelist.net/images/anime/2/59985.jpg";1
"Wish Me Mell";"ONA";"Finished Airing";"Jun 5, 2011 to Jul 20, 2012";"Kids, Magic, Fantasy";5.54;380;9373;12532;"https://cdn.myanimelist.net/images/anime/13/32955.jpg";3
"WiSH VOYAGE";"Music";"Finished Airing";"Jul 1, 2018";"Music";6.90;803;3994;10711;"https://cdn.myanimelist.net/images/anime/1050/93297.jpg";1
"Wishing";"Music";"Finished Airing";"Dec 1, 2017";"Game, Music";5.63;491;9152;11906;"https://cdn.myanimelist.net/images/anime/1729/99580.jpg";1
"Witch Craft Works";"TV";"Finished Airing";"Jan 5, 2014 to Mar 23, 2014";"Action, Fantasy, Magic, Seinen, Supernatural";7.09;N/A;3255;592;"https://cdn.myanimelist.net/images/anime/12/55693.jpg";12
"Witch Craft Works Specials";"Special";"Finished Airing";"Mar 26, 2014 to Aug 27, 2014";"Magic, Comedy";6.77;N/A;4556;4708;"https://cdn.myanimelist.net/images/anime/12/73603.jpg";6
"Witch Craft Works: Takamiya-kun to Imouto no Warudakumi";"OVA";"Finished Airing";"Jan 7, 2015";"Action, Supernatural, Fantasy, Seinen";6.82;N/A;4313;3129;"https://cdn.myanimelist.net/images/anime/5/73604.jpg";1
"Witch Hat: Majo to Boushi no Waltz";"Music";"Finished Airing";"Apr 20, 2014";"Music, Horror, Supernatural";N/A;120;12577;16049;"https://cdn.myanimelist.net/images/anime/1645/102925.jpg";1
"Witch Hunter Robin";"TV";"Finished Airing";"Jul 2, 2002 to Dec 24, 2002";"Action, Mystery, Police, Supernatural, Drama, Magic";7.28;N/A;2422;1419;"https://cdn.myanimelist.net/images/anime/1796/91065.jpg";26
"Witch Village Story";"TV";"Finished Airing";"Jan 9, 2005 to Jun 19, 2005";"Slice of Life";N/A;154;12578;15377;"https://cdn.myanimelist.net/images/anime/4/76384.jpg";24
"Witch Village Story Specials";"Special";"Finished Airing";"Not available";"Slice of Life";N/A;111;12579;16224;"https://cdn.myanimelist.net/images/anime/4/76385.jpg";2
"Witchblade";"TV";"Finished Airing";"Apr 6, 2006 to Sep 21, 2006";"Action, Sci-Fi, Super Power";7.28;N/A;2423;1379;"https://cdn.myanimelist.net/images/anime/1/935.jpg";24
"With You: Mitsumeteitai";"OVA";"Finished Airing";"Dec 25, 2000 to May 25, 2001";"Drama, Fantasy, Mystery, Romance, School";5.49;N/A;9509;10219;"https://cdn.myanimelist.net/images/anime/1038/96384.jpg";2
"Within the Bloody Woods";"ONA";"Finished Airing";"May 22, 2006 to Aug 5, 2006";"Horror";3.39;N/A;10750;8574;"https://cdn.myanimelist.net/images/anime/9/33469.jpg";2
"WIXOSS Diva(A)Live";"TV";"Not yet aired";"Jan, 2021 to ?";"Game, Psychological";N/A;N/A;N/A;9727;"https://cdn.myanimelist.net/images/anime/1388/109374.jpg";N/A
"Wizard Barristers: Benmashi CecilWizard Barristers";"TV";"Finished Airing";"Jan 13, 2014 to Mar 31, 2014";"Action, Police, Magic, Fantasy";6.20;N/A;7235;2145;"N/A";12
"Wizard Girl Ambitious";"OVA";"Finished Airing";"Aug 26, 2011";"Fantasy, Hentai";6.68;N/A;N/A;4756;"https://cdn.myanimelist.net/images/anime/2/29892.jpg";1
"Wizardry";"OVA";"Finished Airing";"Feb 21, 1991";"Action, Adventure, Fantasy";5.82;N/A;8613;8454;"https://cdn.myanimelist.net/images/anime/13/62451.jpg";1
"Wo de Ni Tian Shen Qi";"ONA";"Finished Airing";"Apr 26, 2018 to Aug 9, 2018";"Adventure, Comedy, Supernatural, Magic, Romance, Fantasy";6.54;N/A;5626;4864;"https://cdn.myanimelist.net/images/anime/1989/91325.jpg";16
"Wo de Tian Jie Nu YouMy Cultivator Girlfriend";"ONA";"Finished Airing";"Sep 20, 2017 to Jan 4, 2018";"Adventure, Super Power, Supernatural, Romance, Fantasy";6.59;N/A;5406;3872;"N/A";15
"Wo Jia Da Shixiong Naozi You Keng";"ONA";"Finished Airing";"Apr 4, 2018 to Jun 23, 2018";"Action, Adventure, Comedy, Historical, Martial Arts";6.51;N/A;5779;8127;"https://cdn.myanimelist.net/images/anime/1700/90509.jpg";26
"Wo Jia Da Shixiong Shi Ge Fanpai";"ONA";"Currently Airing";"Oct 29, 2020 to ?";"Action, Adventure, Comedy, Historical, Martial Arts";N/A;348;12580;12748;"https://cdn.myanimelist.net/images/anime/1764/109493.jpg";N/A
"Wo Jiao Bai Xiaofei";"ONA";"Finished Airing";"Apr 16, 2015 to Mar 10, 2016";"Action, Comedy, Horror";6.23;N/A;7119;9970;"https://cdn.myanimelist.net/images/anime/5/80257.jpg";39
"Wo Kai Dongwuyuan Naxie Nian";"ONA";"Finished Airing";"Apr 5, 2020 to Jun 21, 2020";"Slice of Life, Comedy";6.31;N/A;6744;9076;"https://cdn.myanimelist.net/images/anime/1771/106652.jpg";13
"Wo Shi Jiang XiaobaiI'm Joybo";"ONA";"Finished Airing";"Nov 9, 2017 to Jan 24, 2018";"Drama, Romance, Slice of Life";7.26;N/A;2503;5835;"N/A";12
"Wo Shi Jiang Xiaobai (2018)I'm Joybo OVA";"ONA";"Finished Airing";"May 25, 2018";"Drama, Romance, Slice of Life";7.19;N/A;2813;8566;"N/A";1
"Wo Shi Jiang Xiaobai 2nd SeasonI'm Joybo 2nd Season";"ONA";"Finished Airing";"Nov 9, 2018 to Jan 25, 2019";"Drama, Music, Romance, Slice of Life";N/A;N/A;12581;9571;"N/A";12
"Wo Shi Na ZhaI Am Nezha";"Movie";"Finished Airing";"Oct 1, 2016";"Kids, Fantasy";N/A;204;12582;14540;"N/A";1
"Wo Wei Ge Kuang";"TV";"Finished Airing";"Aug 6, 2000 to 2001";"Music";N/A;274;12583;13444;"https://cdn.myanimelist.net/images/anime/12/27546.jpg";52
"Wo Wei Ge Kuang Zhi Xuanlu Chongqi";"ONA";"Currently Airing";"Oct 2, 2020 to Dec 11, 2020";"Music, School";N/A;142;12584;15593;"https://cdn.myanimelist.net/images/anime/1295/109372.jpg";12
"Wolf Guy";"OVA";"Finished Airing";"Dec 17, 1992 to Jun 21, 1993";"Action, Military, Sci-Fi";5.41;N/A;9685;10186;"https://cdn.myanimelist.net/images/anime/1290/94492.jpg";6
"Wolf's Rain";"TV";"Finished Airing";"Jan 7, 2003 to Jul 29, 2003";"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi";7.83;N/A;776;496;"https://cdn.myanimelist.net/images/anime/5/59403.jpg";26
"Wolf's Rain OVA";"OVA";"Finished Airing";"Jan 23, 2004 to Feb 25, 2004";"Sci-Fi, Adventure, Psychological, Supernatural, Drama";8.03;N/A;494;2074;"https://cdn.myanimelist.net/images/anime/3/22397.jpg";4
"Wolverine";"TV";"Finished Airing";"Jan 7, 2011 to Mar 25, 2011";"Action, Martial Arts, Super Power";6.11;N/A;7662;3472;"https://cdn.myanimelist.net/images/anime/11/28039.jpg";12
"Women";"Movie";"Finished Airing";"1966";"Dementia";N/A;161;12585;15277;"N/A";1
"Wonder";"Music";"Finished Airing";"Dec 22, 2012";"Music, Space";5.11;245;10218;13860;"https://cdn.myanimelist.net/images/anime/12/81529.jpg";1
"Wonder (Movie)Wonder";"Movie";"Finished Airing";"Feb 8, 2014";"Dementia";6.08;N/A;7758;9296;"N/A";1
"Wonder 3The Amazing 3";"TV";"Finished Airing";"Jun 6, 1965 to Jun 27, 1966";"Action, Adventure, Comedy, Sci-Fi";N/A;640;12586;11248;"N/A";52
"Wonder 3 Pilot";"Special";"Finished Airing";"1965";"Action, Adventure, Comedy, Sci-Fi";N/A;205;12587;14468;"https://cdn.myanimelist.net/images/anime/13/74032.jpg";1
"Wonder Beat Scramble";"TV";"Finished Airing";"Apr 16, 1986 to Nov 19, 1986";"Action, Space, Sci-Fi";6.54;801;5627;10709;"https://cdn.myanimelist.net/images/anime/4/7436.jpg";26
"Wonder Bebil-kun";"TV";"Finished Airing";"Apr 11, 2003 to Feb 6, 2004";"Comedy, Fantasy";N/A;239;12588;13940;"https://cdn.myanimelist.net/images/anime/13/83804.jpg";30
"Wonder Egg Priority";"TV";"Not yet aired";"Jan, 2021 to ?";"Slice of Life";N/A;N/A;N/A;8395;"https://cdn.myanimelist.net/images/anime/1764/109680.jpg";N/A
"Wonder Garden";"ONA";"Finished Airing";"Oct 19, 2013";"Fantasy";6.38;N/A;6403;5971;"https://cdn.myanimelist.net/images/anime/2/55383.jpg";1
"Wonder Gravity: Pino To Juuryoku TsukaiWonder Gravity: Pino and the Gravity Users";"ONA";"Finished Airing";"Apr 16, 2018";"Fantasy, Game";N/A;231;12589;14066;"N/A";1
"Wonder Momo";"ONA";"Finished Airing";"Feb 6, 2014 to Mar 6, 2014";"Action, Game, Martial Arts, School";3.64;N/A;10736;6185;"https://cdn.myanimelist.net/images/anime/8/58783.jpg";5
"Wonder-kun no Hatsu Yume Uchuu Ryokou";"Special";"Finished Airing";"Jan 2, 1969";"Adventure";N/A;253;12590;13744;"https://cdn.myanimelist.net/images/anime/1937/101556.jpg";1
"Wonderful DaysSky Blue";"Movie";"Finished Airing";"Jul 17, 2003";"Action, Drama, Romance, Sci-Fi";7.05;N/A;3446;2832;"N/A";1
"Wonderful Rush";"Music";"Finished Airing";"Sep 5, 2012";"Music";7.32;N/A;2241;4478;"https://cdn.myanimelist.net/images/anime/6/40809.jpg";1
"Wonderful World: Ganmen Shintaisou";"Music";"Finished Airing";"Oct 2, 1989";"Music, Kids";N/A;101;12591;16448;"https://cdn.myanimelist.net/images/anime/9/87818.jpg";1
"Wonderland";"Music";"Finished Airing";"Oct 21, 2013 to Oct 22, 2013";"Music";N/A;155;12592;15378;"https://cdn.myanimelist.net/images/anime/13/78770.jpg";2
"Wonderland to Hitsuji no Uta";"Music";"Finished Airing";"Jul 3, 2010";"Music";5.48;331;9524;12888;"https://cdn.myanimelist.net/images/anime/11/87393.jpg";1
"Woo to WahWooh & Wah";"ONA";"Currently Airing";"Oct 2, 2017 to ?";"Comedy";N/A;137;12593;15679;"N/A";N/A
"Wooser no Sono HigurashiWooser's Hand-to-Mouth Life";"TV";"Finished Airing";"Oct 3, 2012 to Dec 19, 2012";"Slice of Life, Comedy, Fantasy";6.23;N/A;7120;4677;"N/A";12
"Wooser no Sono Higurashi: Kakusei-henWooser's Hand-to-Mouth Life: Awakening Arc";"TV";"Finished Airing";"Jan 8, 2014 to Mar 26, 2014";"Comedy, Fantasy, Slice of Life";6.63;N/A;5222;5991;"N/A";12
"Wooser no Sono Higurashi: Ken to Pants to Wooser toWooser's Hand-to-Mouth Life Special";"Special";"Finished Airing";"Mar 22, 2013";"Slice of Life, Comedy, Fantasy";6.04;N/A;7931;7736;"N/A";1
"Wooser no Sono Higurashi: Mugen-henWooser's Hand-to-Mouth Life: Phantasmagoric Arc";"TV";"Finished Airing";"Jul 3, 2015 to Sep 25, 2015";"Comedy, Fantasy, Slice of Life";6.61;N/A;5312;6808;"N/A";13
"Words Worth";"OVA";"Finished Airing";"Aug 25, 1999 to Nov 25, 2000";"Adventure, Hentai, Demons, Magic, Fantasy";6.76;N/A;N/A;5410;"https://cdn.myanimelist.net/images/anime/12/6030.jpg";5
"Words Worth Gaiden";"OVA";"Finished Airing";"Jul 25, 2002 to Sep 25, 2002";"Action, Adventure, Fantasy, Hentai";5.84;N/A;N/A;7207;"https://cdn.myanimelist.net/images/anime/1/2354.jpg";2
"Words Worth Omake";"Special";"Finished Airing";"Dec 18, 2009";"Hentai, Comedy";N/A;67;N/A;16915;"https://cdn.myanimelist.net/images/anime/1793/109608.jpg";1
"Working Boys";"Special";"Currently Airing";"Feb 15, 2018 to ?";"Kids";N/A;131;12594;15804;"https://cdn.myanimelist.net/images/anime/1100/90646.jpg";N/A
"Working!!Wagnaria!!";"TV";"Finished Airing";"Apr 4, 2010 to Jun 27, 2010";"Comedy, Romance, Seinen, Slice of Life";7.71;N/A;1010;353;"N/A";13
"Working!!!Wagnaria!!3";"TV";"Finished Airing";"Jul 5, 2015 to Sep 27, 2015";"Comedy, Romance, Seinen, Slice of Life";8.05;N/A;476;734;"N/A";13
"Working!!!: Lord of the Takanashi";"Special";"Finished Airing";"Mar 30, 2016";"Comedy, Romance, Seinen, Slice of Life";8.21;N/A;301;1585;"https://cdn.myanimelist.net/images/anime/10/79375.jpg";1
"Working'!!Wagnaria!!2";"TV";"Finished Airing";"Oct 1, 2011 to Dec 24, 2011";"Comedy, Romance, Seinen, Slice of Life";7.88;N/A;687;641;"N/A";13
"Working'!! Announcement SpecialsWagnaria'!! Announcement Specials";"ONA";"Finished Airing";"Apr 1, 2011 to Apr 2, 2011";"Comedy";6.78;N/A;4479;4312;"N/A";2
"Worku";"ONA";"Finished Airing";"Apr 5, 2005 to Mar 14, 2017";"Psychological, Fantasy";5.67;447;9060;12126;"https://cdn.myanimelist.net/images/anime/12/18022.jpg";2
"World Calling";"Music";"Finished Airing";"Nov 2, 2012";"Music";6.06;N/A;7845;9476;"https://cdn.myanimelist.net/images/anime/13/70489.jpg";1
"World Destruction: Sekai Bokumetsu no RokuninSands of Destruction";"TV";"Finished Airing";"Jul 8, 2008 to Sep 30, 2008";"Adventure, Fantasy";6.99;N/A;3671;2274;"N/A";13
"World Fool News";"ONA";"Finished Airing";"Apr 1, 2013 to May 6, 2013";"Comedy, Slice of Life";5.57;654;9301;11202;"https://cdn.myanimelist.net/images/anime/6/63067.jpg";6
"World Fool News (TV)World Fool News";"TV";"Finished Airing";"Apr 17, 2014 to Jul 3, 2014";"Slice of Life, Comedy";5.97;N/A;8186;8740;"N/A";12
"World Fool News (TV) Part IIWorld Fool News Part II";"TV";"Finished Airing";"Apr 2, 2017 to Jun 18, 2017";"Slice of Life, Comedy";5.76;941;8784;10363;"N/A";12
"World Trigger";"TV";"Finished Airing";"Oct 5, 2014 to Apr 3, 2016";"Action, Sci-Fi, Supernatural, School, Shounen";7.58;N/A;1326;578;"https://cdn.myanimelist.net/images/anime/1783/106843.jpg";73
"World Trigger 2nd Season";"TV";"Not yet aired";"Jan 10, 2021 to ?";"Action, Sci-Fi, Supernatural, School, Shounen";N/A;N/A;N/A;3444;"https://cdn.myanimelist.net/images/anime/1717/106842.jpg";N/A
"World Witches Hasshin Shimasu!";"TV";"Not yet aired";"2021 to ?";"Military, Comedy";N/A;N/A;N/A;8645;"https://cdn.myanimelist.net/images/anime/1204/108575.jpg";N/A
"World's End Umbrella";"Music";"Finished Airing";"Feb 7, 2010";"Music";5.92;471;8315;12004;"https://cdn.myanimelist.net/images/anime/3/87392.jpg";1
"Wormy";"Movie";"Finished Airing";"Jan 2, 2014";"Music";N/A;114;12595;16176;"https://cdn.myanimelist.net/images/anime/1394/98936.jpg";1
"Wotaku ni Koi wa MuzukashiiWotakoi: Love is Hard for Otaku";"TV";"Finished Airing";"Apr 13, 2018 to Jun 22, 2018";"Comedy, Romance, Slice of Life";7.97;N/A;570;245;"N/A";11
"Wotaku ni Koi wa Muzukashii OVA";"OVA";"Currently Airing";"Mar 29, 2019 to Feb 26, 2021";"Slice of Life, Comedy, Romance";7.86;N/A;710;1645;"https://cdn.myanimelist.net/images/anime/1506/97024.jpg";2
"Wrestler Gundan Seisenshi Robin Jr.";"TV";"Finished Airing";"Oct 19, 1989 to Sep 27, 1990";"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sci-Fi, Super Power";N/A;296;12596;13207;"https://cdn.myanimelist.net/images/anime/10/17737.jpg";50
"Wu Dong Qian Kun";"ONA";"Finished Airing";"Jan 27, 2019 to Apr 7, 2019";"Action, Adventure, Historical, Martial Arts, Fantasy";7.38;N/A;1984;7279;"https://cdn.myanimelist.net/images/anime/1857/98299.jpg";12
"Wu Dong Qian Kun 2nd Season";"ONA";"Finished Airing";"Jul 12, 2020 to Sep 20, 2020";"Action, Adventure, Historical, Romance, Martial Arts, Fantasy";7.55;N/A;1429;9855;"https://cdn.myanimelist.net/images/anime/1288/108277.jpg";12
"Wu Geng Ji";"ONA";"Finished Airing";"Jun 24, 2016 to Aug 24, 2017";"Action, Historical, Supernatural, Martial Arts, Fantasy";7.50;N/A;1572;7449;"https://cdn.myanimelist.net/images/anime/10/81426.jpg";30
"Wu Geng Ji 2nd Season";"ONA";"Finished Airing";"Dec 29, 2017 to Oct 5, 2018";"Action, Historical, Supernatural, Martial Arts, Fantasy";7.61;N/A;1262;8675;"https://cdn.myanimelist.net/images/anime/1775/90211.jpg";42
"Wu Geng Ji 3rd Season";"ONA";"Finished Airing";"Dec 20, 2019 to Oct 9, 2020";"Action, Historical, Supernatural, Martial Arts, Fantasy";7.19;N/A;2814;9647;"https://cdn.myanimelist.net/images/anime/1732/105204.jpg";42
"Wu Kong Dazhan Er Lang Shen";"Movie";"Finished Airing";"Jun 1, 2007";"Action, Adventure";N/A;100;12597;16478;"https://cdn.myanimelist.net/images/anime/7/82403.jpg";1
"Wu Lan Qi Qi GeTwins on the Pasture";"TV";"Finished Airing";"Not available";"Historical, Kids";N/A;150;12598;15467;"N/A";26
"Wu Liuqi Zhi Zui Qiang Fa Xing ShiScissor Seven";"ONA";"Finished Airing";"Oct 23, 2019 to Jan 1, 2020";"Action, Mystery, Comedy, Super Power, Drama, Martial Arts";8.22;N/A;284;5026;"N/A";10
"Wu Shan Wu XingFog Hill of Five Elements";"ONA";"Finished Airing";"Jul 26, 2020 to Aug 9, 2020";"Action, Historical, Martial Arts, Fantasy";8.01;N/A;523;4145;"N/A";3
"Wu Shang Shen Di";"ONA";"Currently Airing";"May 18, 2020 to Dec 18, 2020";"Action, Adventure, Supernatural, Magic";6.78;646;4480;11228;"https://cdn.myanimelist.net/images/anime/1845/108003.jpg";64
"Wu Sheng Guan GongGuan Yu, God of War";"Movie";"Finished Airing";"Jan 11, 2020";"Action, Historical";N/A;54;12599;17056;"N/A";1
"Wushen Zhuzai";"ONA";"Currently Airing";"Mar 8, 2020 to ?";"Action, Historical, Drama, Martial Arts, Fantasy";6.99;819;3672;10656;"https://cdn.myanimelist.net/images/anime/1738/107609.jpg";80
"Wuxian Shaonu 48";"ONA";"Finished Airing";"Apr 8, 2020 to Jun 17, 2020";"Music, Fantasy";N/A;456;12600;12084;"https://cdn.myanimelist.net/images/anime/1863/107433.jpg";12
"WWW.Working!!WWW.WAGNARIA!!";"TV";"Finished Airing";"Oct 1, 2016 to Dec 24, 2016";"Slice of Life, Comedy";7.46;N/A;1693;1157;"N/A";13
"WXIII Kidou Keisatsu PatlaborPatlabor Movie 3: WXIII";"Movie";"Finished Airing";"Mar 30, 2002";"Sci-Fi, Police, Mecha";6.76;N/A;4573;4931;"N/A";1
"X";"TV";"Finished Airing";"Oct 3, 2001 to Mar 27, 2002";"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo";7.44;N/A;1768;1766;"https://cdn.myanimelist.net/images/anime/8/17167.jpg";24
"X Densha de Ikou";"OVA";"Finished Airing";"Nov 6, 1987";"Mystery, Dementia, Supernatural";5.78;N/A;8737;8051;"https://cdn.myanimelist.net/images/anime/1/2022.jpg";1
"X Maiden";"ONA";"Finished Airing";"Feb 28, 2014 to Jun 20, 2014";"Slice of Life, Comedy, School";N/A;701;12601;11055;"https://cdn.myanimelist.net/images/anime/6/59193.jpg";8
"X Maiden: Izakaya Tamaki";"ONA";"Finished Airing";"Mar 10, 2014 to Jun 13, 2014";"Comedy";N/A;246;12602;13855;"https://cdn.myanimelist.net/images/anime/4/63817.jpg";7
"X OVAX: An Omen";"OVA";"Finished Airing";"Aug 25, 2001";"Mystery, Supernatural, Drama, Romance, Fantasy";6.85;N/A;4219;4591;"N/A";1
"X-Men";"TV";"Finished Airing";"Apr 1, 2011 to Jun 24, 2011";"Action, Drama, Super Power";6.38;N/A;6404;3420;"https://cdn.myanimelist.net/images/anime/8/30014.jpg";12
"X-Men Openings";"Special";"Finished Airing";"Apr, 1994 to Oct, 1994";"Action, Super Power";N/A;142;12603;15598;"https://cdn.myanimelist.net/images/anime/1198/107853.jpg";2
"X/1999X - The Movie";"Movie";"Finished Airing";"Aug 3, 1996";"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural";6.59;N/A;5407;2849;"N/A";1
"Xabungle Graffiti";"Movie";"Finished Airing";"Jul 9, 1983";"Mecha";N/A;578;12604;11493;"https://cdn.myanimelist.net/images/anime/1555/90528.jpg";1
"Xanadu Dragonslayer Densetsu";"OVA";"Finished Airing";"Mar 1, 1988";"Adventure, Comedy, Fantasy";5.61;881;9207;10498;"https://cdn.myanimelist.net/images/anime/6/12810.jpg";1
"X²: Double X";"Music";"Finished Airing";"Nov 21, 1993";"Music, Drama, Shoujo";6.50;N/A;5807;6735;"https://cdn.myanimelist.net/images/anime/8/3681.jpg";1
"Xenosaga The Animation";"TV";"Finished Airing";"Jan 6, 2005 to Mar 24, 2005";"Action, Mecha, Sci-Fi, Shounen, Space";6.37;N/A;6470;3754;"https://cdn.myanimelist.net/images/anime/3/75162.jpg";12
"Xevious";"Movie";"Finished Airing";"Aug 3, 2002";"Action, Adventure, Sci-Fi, Space";N/A;418;12605;12293;"https://cdn.myanimelist.net/images/anime/9/35941.jpg";1
"Xi Avant";"Movie";"Finished Airing";"Mar 26, 2011";"Adventure, Sci-Fi";6.25;N/A;7028;7685;"https://cdn.myanimelist.net/images/anime/3/33549.jpg";1
"Xi Yang Yang Yu Hui Tai LangPleasant Goat and Big Big Wolf";"TV";"Currently Airing";"2005 to ?";"Adventure, Comedy, Kids";6.08;398;7759;12424;"N/A";N/A
"Xi Yang Yang Yu Hui Tai Lang: Zhi Fei Ma Qi Yu JiMeet The Pegasus";"Movie";"Finished Airing";"Jan 16, 2014";"Adventure, Comedy, Kids";N/A;124;12606;15955;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng WeiPleasant Goat and Big Big Wolf: The Tiger Prowess";"Movie";"Finished Airing";"Jan 29, 2010";"Adventure, Comedy, Kids";N/A;315;12607;13009;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Kaixin Chuang Long NianPleasant Goat and Big Big Wolf: Mission Incredible: Adventures on the Dragon's Trail";"Movie";"Finished Airing";"Jan 12, 2012";"Adventure, Comedy, Kids";N/A;260;12608;13631;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong TianPleasant Goat and Big Big Wolf: The Super Snail Adventure";"Movie";"Finished Airing";"Jan 16, 2009";"Adventure, Comedy, Kids";N/A;348;12609;12730;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua GuaPleasant Goat and Big Big Wolf: Moon Castle - The Space Adventure";"Movie";"Finished Airing";"Jan 21, 2011";"Adventure, Comedy, Kids";N/A;260;12610;13654;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Xi Qi Yang Yang Guo She NianThe Mythical Ark: Adventures in Love & Happiness";"Movie";"Finished Airing";"Jan 24, 2013";"Adventure, Comedy, Kids";N/A;116;12611;16136;"N/A";1
"Xi Yang Yang Yu Hui Tai Lang: Zhi Yang Nian Xi Yang YangAmazing Pleasant Goat";"Movie";"Finished Airing";"Jan 31, 2015";"Adventure, Comedy, Kids";N/A;120;12612;16036;"N/A";1
"Xi You JiJourney to the West: Legends of the Monkey King";"TV";"Finished Airing";"1999 to ?";"Adventure, Fantasy";6.91;503;3979;11833;"N/A";52
"Xia Gan Yi Dan Shen Jianxin";"ONA";"Finished Airing";"Sep 21, 2018 to Nov 30, 2018";"Action, Adventure, Comedy, Historical, Martial Arts";7.22;N/A;2659;10207;"https://cdn.myanimelist.net/images/anime/1555/99504.jpg";12
"Xia Gu Zhong An Zu";"ONA";"Finished Airing";"2017";"Fantasy";N/A;78;12613;16801;"https://cdn.myanimelist.net/images/anime/1119/98779.jpg";12
"Xia Lan";"TV";"Finished Airing";"Jan 29, 2012 to Jul 15, 2016";"Action, Adventure, Historical, Supernatural, Drama, Magic, Martial Arts, Fantasy";N/A;385;12614;12530;"https://cdn.myanimelist.net/images/anime/13/88305.jpg";156
"Xian Feng Jian Yu Lu";"ONA";"Currently Airing";"Jul 11, 2020 to ?";"Action, Supernatural, Fantasy";N/A;510;12615;11800;"https://cdn.myanimelist.net/images/anime/1092/108634.jpg";70
"Xian Wang de Richang ShenghuoThe Daily Life of the Immortal King";"ONA";"Finished Airing";"Jan 18, 2020 to Mar 28, 2020";"Adventure, Slice of Life, Comedy, Demons, Fantasy, School";7.17;N/A;2892;2477;"N/A";15
"Xian Yue Meng YingReflection of Crescent";"OVA";"Not yet aired";"Not available";"Action, Shounen Ai, Supernatural";N/A;N/A;N/A;8492;"N/A";1
"Xiang Ling Ji";"ONA";"Finished Airing";"Mar 22, 2017 to Aug 16, 2017";"Action, Demons, Fantasy";6.69;N/A;4928;9360;"https://cdn.myanimelist.net/images/anime/1602/93041.jpg";15
"Xiang Qi WangXiangqi Master";"TV";"Finished Airing";"2006";"Game";N/A;458;12616;12061;"N/A";26
"Xianjing Chuanshuo RO: Shouhu Yongheng de Ai";"ONA";"Finished Airing";"Dec 9, 2016";"Action, Fantasy";5.94;671;8246;11147;"https://cdn.myanimelist.net/images/anime/8/84144.jpg";1
"Xiao Cangshu Di Di de Chi Bo Richang";"ONA";"Currently Airing";"Jan 17, 2020 to ?";"Slice of Life, Comedy";N/A;62;12617;16966;"https://cdn.myanimelist.net/images/anime/1052/108483.jpg";52
"Xiao Hua Xian";"TV";"Finished Airing";"Feb 14, 2014 to May 10, 2014";"Kids, Magic";N/A;178;12618;14961;"https://cdn.myanimelist.net/images/anime/1902/90321.jpg";52
"Xiao Hua Xian 2nd Season";"TV";"Finished Airing";"Aug 7, 2015 to Dec 26, 2015";"Kids, Magic";N/A;97;12619;16524;"https://cdn.myanimelist.net/images/anime/1532/102005.jpg";52
"Xiao Hua Xian 3rd Season: Shou Hu Tian Shi";"TV";"Finished Airing";"Apr 7, 2017 to Aug 18, 2017";"Kids, Magic";N/A;103;12620;16401;"https://cdn.myanimelist.net/images/anime/1967/102006.jpg";40
"Xiao Hua Xian 4th Season: Shou Hu Tian Shi 2";"ONA";"Finished Airing";"Jun 29, 2018 to Nov 9, 2018";"Kids, Magic";N/A;47;12621;17118;"https://cdn.myanimelist.net/images/anime/1149/108342.jpg";40
"Xiao Hua Xian 5th Season: Si Shi Huayu - Chun Xia";"ONA";"Finished Airing";"Jul 24, 2019 to Oct 16, 2019";"Kids, Magic";N/A;42;12622;17185;"https://cdn.myanimelist.net/images/anime/1631/108511.jpg";26
"Xiao Kedou Zhao MamaWhere is Mama";"Movie";"Finished Airing";"1960";"Kids";5.80;355;8675;12687;"N/A";1
"Xiao Liyu Lixian JiThe Adventures of Little Carp";"TV";"Finished Airing";"Oct 1, 2006 to ?";"Adventure, Kids, Magic, Fantasy";N/A;177;12623;14962;"N/A";52
